,about,age,"b""Adapts Well To Apartment Living","b""Affectionate With Family","b""Dog Friendly","b""Drooling Potential","b""Energy Level","b""Exercise Needs","b""General Health","b""Good For Novice Owners","b""Intelligence","b""Intensity","b""Kid-Friendly","b""Potential For Weight Gain","b""Prey Drive","b""Size","b""Tolerates Hot Weather","b""Wanderlust Potential",b'Amount Of Shedding,b'Easy To Groom,b'Easy To Train,b'Friendly Toward Strangers,b'Potential For Mouthiness,b'Potential For Playfulness,b'Sensitivity Level,b'Tendency To Bark Or Howl,b'Tolerates Being Alone,b'Tolerates Cold Weather,group,height,url,weight
304,"b'The Pug is often described as a lot of dog in a small space. These sturdy, compact dogs are a part of the American Kennel Club\xe2\x80\x99s Toy group, and are known as the clowns of the canine world because they have a great sense of humor and like to show off.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.Originally bred to be lap dogs, Pugs thrive on human companionship. They\xe2\x80\x99re highly sensitive, and though they can make for great apartment pets, they will not appreciate being left home alone for long hours of the day. Although these pups have a stubborn side, especially when it comes to house training, they\xe2\x80\x99re playful, affectionate dogs who will get along well even with novice pet parents. If you\xe2\x80\x99re looking for a loving, easygoing pal, this may be the breed for you!See below for complete list of dog breed traits and facts about Pugs!Pug Dog Breed Pictures Pug Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",12 to 15 years',5,5,4,1,3,3,1,5,2,4,4,5,3,2,1,2,5,5,3,4,2,5,3,2,1,2,Companion Dogs',10 to 14 inches tall at the shoulder',https://dogtime.com/dog-breeds/pug,14 to 18 pounds'
305,"b'The Pugalier is a mixed breed dog \xe2\x80\x94 a cross between the Pug and\xc2\xa0Cavalier King Charles Spaniel\xc2\xa0dog breeds. Small, adorable, and loyal, these pups inherited some of the best qualities from both of their parents.Pugaliers usually don\xe2\x80\x99t go by other names except maybe \xe2\x80\x9cPug/Cavalier King Charles Spaniel mix.\xe2\x80\x9d Despite their unfortunate status as a designer breed, you may find these pups, in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable pups make great family additions for\xc2\xa0active singles or families with children of all ages. Large homes or small apartments suit them fine. As long as you provide plenty of love, these pups are quite versatile and can thrive in almost any environment. If you\xe2\x80\x99re looking for a companion to charm you, this may be your next pup!See below for all mixed dog breed traits and facts about Pugaliers!Pugalier Mixed Dog Breed Pictures Pugalier Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 15 years',5,5,5,1,3,3,3,5,3,3,5,5,3,2,2,2,4,4,4,5,3,5,5,3,2,2,Mixed Breed Dogs',10 to 14 inches',https://dogtime.com/dog-breeds/pugalier,10 to 20 pounds'
306,"b'The Puggle is a hybrid or mixed breed dog \xe2\x80\x94 a cross between the Beagle and Pug\xc2\xa0breeds. They\xe2\x80\x99ve become fairly popular, thanks to their fun-loving personality and cute looks.Although these dogs sometimes have the unfortunate status of \xe2\x80\x9cdesigner breed,\xe2\x80\x9d you may find them in the care of shelters and rescue groups.\xc2\xa0Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.Puggles get along with kids and other dogs, and can make a great family companion. Just be aware that they may enjoy barking, and although they\xe2\x80\x99re intelligent and loving, they\xe2\x80\x99re not always eager to please when it comes to training.See below for complete list of mixed dog breed traits and facts about Puggles!Puggle Mixed Dog Breed Pictures Puggle Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogtimeInitiate Gallery'",10 to 15 years',4,3,5,1,3,3,4,5,3,2,5,5,2,2,3,5,3,5,2,5,3,3,3,4,3,3,Hybrid Dogs',13 to 15 inches tall at the shoulder',https://dogtime.com/dog-breeds/puggle,18 to 30 pounds'
307,"b'The Puginese is a mixed breed dog\xe2\x80\x93a cross between the Pug and Pekingese dog breeds. Affectionate, sensitive, and independent, these pups inherited some of the best traits from both of their parents.Puginese dogs go by a few different names, including Pekeapug and Pugapeke. Despite their status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable, little pups make great apartment dogs for people with busier schedules, as well as companion animals for small families or seniors. They\xe2\x80\x99re known to be a bit skittish, so they\xe2\x80\x99ll need to reside in a more calm, quiet household. They prefer the indoors and aren\xe2\x80\x99t particularly \xe2\x80\x9cyappy,\xe2\x80\x9d but is known to bark at strangers who enter the home, making them excellent watchdogs. If you want a loyal companion and a small dog with a big personality, the Puginese may be the right dog for you!DogTime recommends this carrier for traveling with your small Puginese.\xc2\xa0You should also pick up this dog brush and massager for your short-haired pup!See below for all mixed dog breed traits and facts about Puginese dogs!Puginese Mixed Dog Breed Pictures Puginese Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 14 years',5,4,2,1,3,3,3,3,2,3,3,5,,2,1,1,3,4,2,2,2,4,5,3,4,3,Mixed Breed Dogs',6 to 14 inches',https://dogtime.com/dog-breeds/puginese,7 to 18 pounds'
308,"b'Best known for their long, corded coat resembling dreadlocks, the Puli is a hardworking herding dog and family companion. Energetic and lively, this mop-like dog breed hailing from Hungary appears much larger than they are due to that distinctive coat.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.Thanks to their self-confidence and intelligence, the Puli will have no problem being the center of attention in your home. These dogs are as affectionate as they are energetic. But novice pet parents should beware, as all that energy needs somewhere to go in the form of vigorous exercise and lots of playtime. Although the breed\xe2\x80\x99s coat is fairly allergy friendly, it has specific grooming requirements. But if you can provide a pup with plenty of love, physical activity, and extra fur maintenance, you\xe2\x80\x99ll be rewarded with a loving and loyal furry family member who turns heads with their unique looks!See below for complete list of dog breed traits and facts about Pulis!Puli Dog Breed Pictures Puli Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",10 to 15 years',4,5,5,1,5,5,5,1,4,5,5,3,4,3,3,5,1,1,2,2,3,5,4,4,2,4,Herding Dogs',16 to 17 inches tall at the shoulder',https://dogtime.com/dog-breeds/puli,25 to 35 pounds'
309,"b'The Pyredoodle is a mixed breed dog\xe2\x80\x93a cross between the Great Pyrenees and Standard Poodle dog breeds. Calm, fearless, and loyal, these pups inherited some of the best traits from both of their parents.Pyredoodles go by a few other names, including Pyreneespoo, Pyrepoo, and Pyreneesdoodle. Despite their unfortunate status as a designer breed, you can find these mixed breed dogs in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable pups make great pets for single people and families alike. They can even adapt to apartment living, but they\xe2\x80\x99re best suited for a home with a yard due to their larger size. They\xe2\x80\x99re generally quiet, but will bark to alert their humans of any dangers and are known to become very protective of children in their household. If you\xe2\x80\x99re looking for a gentle giant with a big heart that will guard your home and your family, the Pyredoodle may be the right dog for you!DogTime recommends this big, spacious crate to give your big Pyredoodle a place to rest and relax.\xc2\xa0You should also pick up this dog brush and massager for your long-haired pup!See below for all Pyredoodle facts and mixed dog breed characteristics!Pyredoodle Mixed Dog Breed Pictures Pyredoodle Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",10 to 12 years',3,5,4,2,4,4,4,4,5,3,4,3,2,4,3,5,2,3,3,3,3,5,3,3,3,4,Mixed Breed Dogs',15 to 32 inches',https://dogtime.com/dog-breeds/pyredoodle,85 to 100 pounds'
310,"b'The Pyrenean Mastiff, also known as\xc2\xa0Mast\xc3\xadn del Pirineo, comes from northeastern Spain. The exact origin of the breed is unknown, but it is speculated to have evolved from Molossers. Humans relied on them to be guardians and protectors of livestock.Although these are purebred dogs, you may still find them in shelters and rescues. Remember to adopt! Don\xe2\x80\x99t shop if this is the breed for you.Pyrenean Mastiffs are kind and gentle, which makes for a perfect family fit.\xc2\xa0The breed has a calm temperament and does well with family or alone. The dogs are great with kids, but you should always supervise due to the breed\xe2\x80\x99s size. In addition to being an excellent family dog, your Mastiff will also be a great protector. They do well with other humans but can be wary of strangers if they sense a threat.See below for complete list of dog breed traits and facts about Pyrenean Mastiffs!Pyrenean Mastiff Dog Breed Pictures Pyrenean Mastiff Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",10 to 13 years',2,4,4,5,4,3,4,2,4,4,4,2,2,5,3,1,3,3,3,1,2,3,4,3,4,4,Working Dogs',24 to 31 inches',https://dogtime.com/dog-breeds/pyrenean-mastiff,130 to 200 pounds'
311,"b'These lean but muscular dogs have breathtaking speed, grace, and intelligence. The Pyrenean Shepherd\xe2\x80\x99s passion for their family is matched only by their passion for work, and parents of this\xc2\xa0dog breed\xc2\xa0should be prepared to give their dogs a job to do, whether it\xe2\x80\x99s a competitive dog sport or a flock of sheep to boss around.Even though Pyr Sheps, as they\xe2\x80\x99re sometimes called for short, are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.These dogs can make excellent, affectionate companions who will get along with all humans in the home, even kids! Just make sure to supervise playtime, as with all children and dogs. Pyr Sheps can even adapt to apartment living, but they have high energy and exercise needs, so make sure you can keep up with them on plenty of walks. Agility training will also keep them busy, and they excel at many dog sports when properly trained. If you want a dog who will keep you moving, this may be the breed for you!See below for complete list of dog breed traits and facts about Pyrenean Shepherds!Pyrenean Shepherd Dog Breed Pictures Pyrenean Shepherd Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",15 to 17 years',5,5,2,1,4,5,2,2,4,5,5,3,4,2,3,2,3,3,2,2,3,5,4,5,1,4,Herding Dogs',15 to 21 inches tall at the shoulder',https://dogtime.com/dog-breeds/pyrenean-shepherd,25 to 30 pounds'
312,"b'Members of the Rat Terrier dog breed are adorable, little, digging escape artists who are true terriers: feisty, funny, energetic, lively, vermin-chasing, and incapable of being boring. Stubborn as all get out, they are not big on pleasing people, but the people who love them laugh all the time.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.The Rat Terrier is the ideal farm dog that they were always intended to be. President Theodore Roosevelt is said to have given the breed its name after his own terrier had eradicated the rat infestation at the White House; clearly, the Rat Terrier excels as a public servant \xe2\x80\x94 as long as it\xe2\x80\x99s in their own best interest. They\xe2\x80\x99re an American tradition just like apple pie, but watch your plate, or you may find you\xe2\x80\x99re missing dessert.See below for complete dog breed traits and facts about Rat Terriers!Rat Terrier Dog Breed Pictures Rat Terrier Dog Breed Information, Pictures, Characteristics & Facts - DogTimeInitiate Gallery'",,5,4,3,1,5,4,4,3,4,4,5,3,4,1,4,4,4,5,5,4,2,5,4,4,3,1,,,https://dogtime.com/dog-breeds/rat-terrier,
313,"b'The Redbone Coonhound dog breed is a medium-sized hound\xc2\xa0who has a gorgeous red coat, the pleading expression common to hounds everywhere, and a sweet voice that sings out when they\xe2\x80\x99re on the hunt. However, they also bark a lot when they\xe2\x80\x99re not on the hunt, and take a lot of patience to train.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.Sensitive and affectionate, these dogs adore their human families and can even make great playmates for kids so long as they go through early socialization training. Of course, you must always supervise playtime between children and dogs \xe2\x80\x94 even well trained dogs. As an intelligent and energetic breed, Redbone Coonhounds need plenty of mental and physical exercise, or else they may get bored and act out. Keep them busy, and you\xe2\x80\x99ll have a happy, active family companion.See below for complete dog breed traits and facts about Redbone Coonhounds!Redbone Coonhound Dog Breed Pictures Redbone Coonhound Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogtimeInitiate Gallery'",10 to 12 years',4,5,4,4,4,5,3,2,4,4,5,3,4,3,2,5,2,5,3,3,4,5,5,4,2,3,Hound Dogs',21 to 27 inches tall at the shoulder',https://dogtime.com/dog-breeds/redbone-coonhound,45 to 70 pounds'
314,"b'The handsome\xc2\xa0Rhodesian Ridgeback\xc2\xa0dog breed was created in Africa to be a versatile hunter and home guardian. These days, They\xe2\x80\x99re less likely to hunt lions and more likely to hunt a soft spot on the sofa after going jogging with you.Even though these are purebred dogs, some may still end up in the care of shelters or rescues. Consider adoption if this is the breed for you.Rhodesian Ridgebacks are smart but sometimes stubborn, with a moderate energy level and an easy-care coat. These pups need plenty of activity and exercise, though, and would not fair as well in an apartment living situation. They\xe2\x80\x99d also probably fit in better with an experienced pet parent who can stay consistent with training. Meet the breed\xe2\x80\x99s needs and you\xe2\x80\x99ll be rewarded with a loyal, lifelong companion.DogTime recommends this big, spacious crate to give your big\xc2\xa0Rhodesian Ridgeback a place to rest and relax.\xc2\xa0You should also pick up this dog brush and massager for your short-haired pup!See below for complete list of Rhodesian Ridgeback characteristics!Rhodesian Ridgeback Dog Breed Pictures Rhodesian Ridgeback Dog Breed Information, Pictures, Characteristics, & Facts - DogTimeInitiate Gallery'",10 to 12 years',1,5,4,1,4,5,4,2,4,4,4,3,5,4,3,5,4,5,2,3,3,5,4,1,2,3,Hound Dogs',24 to 27 inches tall at the shoulder',https://dogtime.com/dog-breeds/rhodesian-ridgeback,70 to 85 pounds'
315,"b'The Rottador is a mixed breed dog\xe2\x80\x93a cross between the Rottweiler and\xc2\xa0Labrador Retriever\xc2\xa0dog breeds. Large, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.The Rottador is also called the Labrottie, Labweiller, Rottwador and Rott \xe2\x80\x98n Lab. Despite their unfortunate status as a designer breed, you can find these mixed breed dogs in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!Rottadors make a great choice for a variety of owners\xe2\x80\x93house or apartment, single person home or large family. Affectionate and loyal, this dog would quickly become the best friend to almost anyone. These dogs are\xc2\xa0protective and make awesome watchdogs. Don\xe2\x80\x99t leave them alone for long periods, though, or else they may become bored and destructive.See below for all mixed dog breed traits and facts about Rottadors!Rottador Mixed Dog Breed Pictures Rottador Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",10 to 12 years',3,5,3,4,5,5,2,2,5,5,4,5,3,4,3,3,4,5,4,3,4,5,5,4,1,4,Mixed Breed Dogs',24 to 27 inches',https://dogtime.com/dog-breeds/rottador,70 to 115 pounds'
316,"b'The Rottle is a mixed breed dog \xe2\x80\x94 a cross between the Rottweiler and Poodle dog breeds. Playful, intelligent, and eager to please, these pups inherited some of the best qualities from both of their parents.Rottles go by several names, including Rottipoo and Rottidoodle. Despite their unfortunate status as a designer breed, you may find these mixed breed dogs in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable pups can be excellent apartment dogs for active urban dwellers, though they do tend to thrive in homes with families. If you want a highly intelligent dog who loves to cuddle and please their humans, this might be the right dog for you!See below for all Rottle facts and mixed dog breed characteristics!Rottle Mixed Dog Breed Picture (Picture Credit: posted with permission from @aristotletherottle on Instagram)'",9 to 15 years',4,5,3,2,4,4,4,3,5,3,4,3,3,3,3,2,2,4,5,3,3,5,3,2,3,3,Mixed Breed Dogs',12 to 27 inches',https://dogtime.com/dog-breeds/rottle,60 to 90 pounds'
317,"b'The Rottweiler was originally dogs bred to drive cattle to market. Later they were used to pull carts for butchers. They were among the earliest police dogs and serve with honor in the military.Most important, they are popular family guardians and friends. Novice pet parents should beware, as these dogs are strong and intense. They need experienced care and training. Consistent, energetic pet parents will find a loving, faithful, and intelligent friend for life in a Rottie!DogTime recommends this big, spacious crate to give your big Rottie a place to rest and relax.\xc2\xa0You should also pick up this dog brush and massager for your short-haired pup!See all dog breed traits and facts about Rottweilers below!Rottweiler Dog Breed Pictures Rottweiler Dog Breed Information, Pictures, Characteristics & Facts - DogtimeInitiate Gallery'",8 to 11 years',2,5,2,4,4,4,2,1,5,4,4,5,4,3,3,2,4,5,4,4,3,5,4,4,1,2,Working Dogs',22 to 27 inches tall at the shoulder',https://dogtime.com/dog-breeds/rottweiler,85 to 130 pounds'
318,"b'The Saint Berdoodle is a mixed breed dog \xe2\x80\x94 a cross between the Saint Bernard and Poodle dog breeds. Friendly, intelligent, and loyal, Saint Berdoodles are great family dogs.The Saint Berdoodle is also known as the Saint Berpoo, St. Berpoo, and St. Berdoodle.\xc2\xa0Although they are \xe2\x80\x9cdesigner dogs,\xe2\x80\x9d you may find them at shelters or breed specific Saint Bernard and Poodle rescues.These affectionate pups would do best in a home where they can be around family most of the time. Though both parent breeds have tendencies for curiosity that may lead to mischief, especially the St. Bernard, with early training and socialization, this trait can be honed to be helpful, rather than destructive. While there\xe2\x80\x99s also a range of energy levels for these dogs, it\xe2\x80\x99s best to be prepared for a large dog who may need space or extra attention around small children. Saint Berdoodles are versatile dogs who just want to love and be part of the family.See below for all Saint Berdoodle facts and mixed dog breed characteristics!Saint Berdoodle Mixed Dog Breed Pictures Saint Berdoodle Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery Thanks to\xc2\xa0@saintmurrie,\xc2\xa0@bergerberdoodle, and @doodsduo on Instagram for supplying pictures.'",8 to 12 years',2,5,5,1,3,3,4,5,4,3,5,3,3,4,3,3,3,4,4,4,3,3,3,3,2,4,Mixed Breed Dogs',15 to 30 inches',https://dogtime.com/dog-breeds/saint-berdoodle,40 to 180 pounds'
319,"b'Originally the Saint Bernard dog breed guarded the grounds of Switzerland\xe2\x80\x99s Hospice Saint Bernard as well as to help find and save lost and injured travelers.Today Saint Bernards enjoy the comforts of family life in many homes across the world. They\xe2\x80\x99re affectionate with just about everyone they meet, and people who don\xe2\x80\x99t mind a bit of drool will find them to be loving companions. They\xe2\x80\x99re also versatile and excel in the show ring and in obedience trials, drafting (pulling a cart or wagon), and weight pulling competitions.DogTime recommends this big, spacious crate to give your big St. Bernard a place to rest and relax. You should also pick up this dog de-shedder for your high shedding pup!See all dog breed traits and facts about Saint Bernards below!Saint Bernard Dog Breed Pictures Saint Bernard Dog Breed Information, Pictures, Characteristics & Facts - DogtimeInitiate Gallery'",8 to 10 years',3,5,5,5,3,2,2,2,4,2,5,4,1,5,1,2,4,2,2,5,3,4,4,1,1,5,Working Dogs',"2 feet, 2 inches to 2 feet, 6 inches tall at the shoulder'",https://dogtime.com/dog-breeds/saint-bernard,120 to 180 pounds'
320,"b'One of the oldest of dog breeds, Salukis were once considered a gift from Allah. They\xe2\x80\x99re fast as the wind, skinny as a supermodel, and quietly devoted to their people.Even though these are purebred dogs, some may still end up in the care of shelters or rescues. Consider adoption if this is the breed for you.A Saluki is easy to groom, challenging to train, and not to be trusted off leash. Not well-suited for apartment life or for being left home alone all day, these dogs need space to roam, preferably in a yard with a high fence, as they have a high prey drive and will wander if allowed. They\xe2\x80\x99d also fair better with an experienced pet parent who can stay firm and consistent with training while providing them with the exercise they need. Give your Saluki the love and care they crave, and you\xe2\x80\x99ll have a loyal, lifelong companion.DogTime recommends this big, spacious crate to give your big Saluki a place to rest and relax.\xc2\xa0You should also pick up this dog fetch toy to help burn off your pup\xe2\x80\x99s high energy!See below for complete list of Saluki characteristics!Saluki Dog Breed Pictures Saluki Dog Breed Information, Pictures, Characteristics, & Facts - DogTimeInitiate Gallery'",12 to 14 years',1,5,4,1,5,5,4,2,4,2,4,1,5,4,3,5,2,4,4,1,4,5,5,1,1,2,Hound Dogs',23 to 28 inches tall at the shoulder',https://dogtime.com/dog-breeds/saluki,35 to 70 pounds'
321,"b'Originally bred to hunt, haul sledges, and herd reindeer, the Samoyed dog breed proved a valuable companion for northwestern Siberia\xe2\x80\x99s Samoyede people. Among the breed\xe2\x80\x99s duties: pack hiking, tracking, and warming their owners by sleeping on top of them at night.As a working breed, Samoyeds can be strong-willed at times, but above all they remain friendly, gentle, and devoted family dogs. They\xe2\x80\x99re affectionate with almost everyone, so long as new people don\xe2\x80\x99t mind some shedding and stray hairs on their clothes.DogTime recommends this dog bed to give a good night\xe2\x80\x99s sleep to your medium-sized Samoyed.\xc2\xa0You should also pick up this dog de-shedder for your high shedding pup!See all dog breed traits and facts about Samoyeds below!Samoyed Dog Breed Pictures Samoyed Dog Breed Information, Pictures, Characteristics & Facts - DogtimeInitiate Gallery'",12 to 14 years',2,5,5,2,5,5,3,2,3,2,5,4,5,3,1,4,5,1,3,5,3,5,4,3,2,5,Working Dogs',"1 foot, 7 inches to 2 feet tall at the shoulder'",https://dogtime.com/dog-breeds/samoyed,50 to 60 pounds'
322,"b'The Samusky is a mixed breed dog\xe2\x80\x93a cross between the Samoyed and the Siberian Husky dog breeds. Highly intelligent, loyal, and good-natured, these pups inherited some of the best qualities from both of their parents.The Samusky goes by several other names, including Samsky or simply Samoyed Husky mix. Despite their status as a designer breed, you may find these mixed breed dogs in shelters and breed specific rescues. So remember to adopt! Don\xe2\x80\x99t shop!These adorable pups make excellent dogs for people with a lot of space, such as a backyard, or for highly active urban dwellers. They are sociable and loyal, which makes them a great option for both families with children and one-or-two-person homes, as well. Samuskies don\xe2\x80\x99t take well to boredom, and they can be a bit stubborn if not properly trained. If you want an active, loving dog who will just as happily snuggle with you as go on a hike with you, this may be the right dog for you!See below for all Samusky facts and mixed dog breed characteristics!Samusky Mixed Dog Breed Pictures Samusky Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 15 years',2,4,4,2,5,4,3,3,5,3,5,4,3,4,3,4,4,2,3,4,3,5,3,2,2,5,Mixed Breed Dogs',20 to 24 inches',https://dogtime.com/dog-breeds/samusky,45 to 60 pounds'
323,"b'Curious and clever, the Schipperke dog breed is often nicknamed LBD, for little black devil. They\xe2\x80\x99re fearless and devoted, always on guard to protect their family from harm.Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.The Shipperke\xe2\x80\x99s small size and easy-care coat are attractive qualities, but their intelligence and curiosity can lead them into trouble. They adapt well to just about any home, even apartments, so long as they can get plenty of exercise. However, their independent streak can prove difficult for novice pet parents to handle. If you can give your dog patient training and physical activity while keeping a good sense of humor, you\xe2\x80\x99ll be rewarded with a great watchdog and a happy, loving family member.See below for complete list of\xc2\xa0dog breed traits and facts about Schipperkes!Schipperke Dog Breed Pictures Schipperke Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",13 to 15 years',4,4,2,1,5,5,4,2,4,3,5,5,2,1,2,5,3,5,2,2,3,5,4,4,3,3,Companion Dogs',10 to 15 inches tall at the shoulder',https://dogtime.com/dog-breeds/schipperke,11 to 18 pounds'
324,"b'What a pistol! Smart, active, and adorable, the Schnoodle has become a popular hybrid dog breed. They\xe2\x80\x99re a cross between the Poodle and the Schnauzer and can be found in many colors.Although these dogs sometimes have the unfortunate status of \xe2\x80\x9cdesigner breed,\xe2\x80\x9d you may find them in the care of shelters and rescue groups.\xc2\xa0Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.Ranging from six to 76 pounds, the Schnoodle has a place as a lap dog, a family dog, a therapy dog, or a performance dog. The vast majority of them are small dogs. The appeal of this hybrid is that they generally have the Poodle\xe2\x80\x99s willingness to please mixed with the sturdiness and activity of the Schnauzer. Playful and lovable, this dog lives to have fun and is always the center of attention.See below for complete list of dog breed traits and facts about Schnoodles!Schnoodle Hybrid Dog Breed Pictures Schnoodle Hybrid Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",10 to 15 years',3,4,3,1,4,4,3,5,5,3,5,4,3,4,4,3,2,4,4,3,3,4,4,2,2,2,Hybrid Dogs',10 to 26 inches tall at the shoulder',https://dogtime.com/dog-breeds/schnoodle,20 to 75 pounds'
325,"b'The original purpose of the Scottish Deerhound dog breed was to hunt and bring down the Scottish roe deer, a magnificent beast twice or more the dog\xe2\x80\x99s size. Today, if the Scottish Deerhound were writing a personals ad, they\xe2\x80\x99d say that they enjoy long walks, opportunities to run, regular meals, and a nice sofa to nap on.Even though these are purebred dogs, some may still end up in the care of shelters or rescues. Consider adoption if this is the breed for you.Although these dogs are highly affectionate to the humans in their lives, they don\xe2\x80\x99t fair as well in apartment living situations or with novice pet parents. They\xe2\x80\x99re large and energetic, which means they need room to run. These dogs need an experienced trainer who can stay firm and consistent. They also don\xe2\x80\x99t like being left at home alone for long hours of the day. If you\xe2\x80\x99ve got the strength and endurance to meet this breed\xe2\x80\x99s needs, you\xe2\x80\x99ll have a loyal, loving companion for life.DogTime recommends this big, spacious crate to give your big Scottish Deerhound a place to rest and relax.\xc2\xa0You should also pick up this dog brush and massager for your long-haired pup!See all Scottish Deerhound dog breed facts and characteristics below!Scottish Deerhound Dog Breed Pictures Scottish Deerhound Dog Breed Information, Pictures, Characteristics, & Facts - DogTimeInitiate Gallery'",8 to 11 years',1,5,2,1,5,5,3,1,3,5,4,4,5,5,4,4,5,2,2,5,4,5,3,1,2,4,Hound Dogs',28 to 32 inches tall at the shoulder',https://dogtime.com/dog-breeds/scottish-deerhound,75 to 110 pounds'
326,"b'An independent and stubborn character, the\xc2\xa0Scottish Terrier dog breed is also quite sensitive to praise and blame. Independent, intelligent, and hilarious in their dignified seriousness, they\xe2\x80\x99re a true terrier, which makes them an excellent watchdog.Although these are purebred dogs, you may still find them in shelters and rescues. Remember to adopt! Don\xe2\x80\x99t shop if this is the breed for you.Thanks to those incredibly short legs, your Scottie isn\xe2\x80\x99t going to train for a marathon with you\xe2\x80\x94heck, they won\xe2\x80\x99t even go jogging with you\xe2\x80\x94but they\xe2\x80\x99re a perfect walking companion, especially if you appreciate their vocal approach to bicycles and squirrels. Despite their size, they don\xe2\x80\x99t yap: they have a powerful bark that can scare the wits out of the unsuspecting burglar or delivery person. They totally rock at agility and earthdog trials. You\xe2\x80\x99ll enjoy a rodent-free yard with one of these dogs around, but watch out for the holes they\xe2\x80\x99ve dug.DogTime recommends this carrier for traveling with your small Scottish Terrier.\xc2\xa0You should also pick up this dog brush and massager for your long-haired pup!See below for complete list of Scottish Terrier dog breed facts and characteristics!Scottish Terrier Dog Breed Pictures Scottish Terrier Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",11 to 13 years',4,5,4,1,4,4,4,2,4,4,4,3,3,2,3,5,2,2,1,4,3,4,4,4,3,4,Terrier Dogs',Up to 10 inches tall at the shoulder',https://dogtime.com/dog-breeds/scottish-terrier,18 to 22 pounds'
327,"b'The Sealyham Terrier dog breed was originally bred to hunt otters, foxes, and badgers. Today, these clowns of the terrier family are primarily companion dogs and a good choice for novice pet parents.Although these are purebred dogs, you may still find them in shelters and rescues. Remember to adopt! Don\xe2\x80\x99t shop if this is the breed for you.These friendly, affectionate pups will get along with the whole family, whether that family lives in an apartment or a large home with a backyard. Although, they will need some exercise to avoid weight gain and stay happy and healthy. They\xe2\x80\x99ll also need firm and consistent training, especially when it comes to housetraining, as well as some socialization, preferably starting at an early age. If you can meet the breed\xe2\x80\x99s needs, you\xe2\x80\x99ll have a loving and adorable companion for life!DogTime recommends this dog bed to give a good night\xe2\x80\x99s sleep to your medium-sized Sealyham Terrier.\xc2\xa0You should also pick up this dog de-shedder for your high shedding pup!See below for complete list of Sealyham Terrier dog breed facts and traits!Sealyham Terrier Dog Breed Pictures Sealyham Terrier Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",12 to 14 years',4,4,4,3,4,4,5,4,4,2,4,3,2,2,3,3,4,1,3,3,2,4,4,4,2,4,Terrier Dogs',Up to 10 inches tall at the shoulder',https://dogtime.com/dog-breeds/sealyham-terrier,22 to 24 pounds'
